ID,Traditional,Simplified,Pinyin,POS,Meaning,Category,Subcategory
L1-289,危險,危险,wéixiǎn,Vs,dangerous,交通,交通工具
L1-290,安全,安全,ānquán,Vs,safe,交通,交通工具
L1-292,雷,雷,léi,N,thunder,自然,現象
L1-293,電,电,diàn,N,electricity,自然,現象
L1-294,聲音,声音,shēngyīn,N,"sound, voice",自然,現象
L1-295,閃電,闪电,shǎndiàn,N/V,lightning,自然,現象
L1-296,彩虹,彩虹,cǎihóng,N,rainbow,自然,現象
L1-297,季節,季节,jìjié,N,season,自然,季節
L1-298,涼,凉,liáng,Vs,cool,自然,天氣
L1-298,涼快,凉快,liángkuài,Vs,cool,自然,天氣
L1-299,寒冷,寒冷,hánlěng,Vs,cold,自然,天氣
L1-300,溫暖,温暖,wēnnuǎn,Vs,warm,自然,天氣
L1-301,乾,干,gān,Vs,dry,自然,天氣
L1-302,玫瑰,玫瑰,méigui,N,rose,自然,植物
L1-303,獅,狮,shī,N,lion,自然,動物
L1-303,獅子,狮子,shīzi,N,lion,自然,動物
L1-304,狼,狼,láng,N,wolf,自然,動物
L1-305,象,象,xiàng,N,elephant,自然,動物
L1-306,青蛙,青蛙,qīngwā,N,frog,自然,動物
L1-307,蛇,蛇,shé,N,snake,自然,動物
L1-308,蟲,虫,chóng,N,"worm, insect",自然,動物
L1-309,蚊,蚊,wén,N,mosquito,自然,動物
L1-309,蚊子,蚊子,wénzi,N,mosquito,自然,動物
L1-310,蜘蛛,蜘蛛,zhīzhū,N,spider,自然,動物
L1-311,蝴蝶,蝴蝶,húdié,N,butterfly,自然,動物
L1-312,蜜蜂,蜜蜂,mìfēng,N,bee,自然,動物
L1-313,螞蟻,蚂蚁,mǎyǐ,N,ant,自然,動物
L1-314,蝸牛,蜗牛,wōniú,N,snail,自然,動物
L1-315,鵝,鹅,é,N,goose,自然,動物
L1-316,寵物,宠物,chǒngwù,N,pet,自然,動物
L1-317,石,石,shí,N,"stone, rock",自然,自然環境
L1-317,石頭,石头,shítou,N,"stone, rock",自然,自然環境
L1-318,沙,沙,shā,N,sand,自然,自然環境
L1-319,河,河,hé,N,river,自然,自然環境
L1-320,森林,森林,sēnlín,N,forest,自然,自然環境
L1-321,池塘,池塘,chítáng,N,pond,自然,自然環境
L1-323,北邊,北边,běibiān,N,north,地方,方位
L1-324,西邊,西边,xībiān,N,west,地方,方位
L1-325,東邊,东边,dōngbiān,N,east,地方,方位
L1-326,南邊,南边,nánbiān,N,south,地方,方位
L1-327,右邊,右边,yòubiān,N,right side,地方,方位
L1-327,右手邊,右手边,yòushǒubiān,N,right side,地方,方位
L1-328,左邊,左边,zuǒbiān,N,left side,地方,方位
L1-328,左手邊,左手边,zuǒshǒubiān,N,left side,地方,方位
L1-329,旁,旁,páng,N,by the side of,地方,方位
L1-329,旁邊,旁边,pángbiān,N,by the side of,地方,方位
L1-330,往,往,wǎng,Prep,toward,地方,方位
L1-331,從,从,cóng,Prep,"from, since, through",地方,方位
L1-332,近,近,jìn,Vs,"close, near",地方,方位
L1-333,遠,远,yuǎn,Vs,far,地方,方位
L1-334,對面,对面,duìmiàn,N,across,地方,方位
L1-335,地方,地方,dìfāng,N,place,地方,處所
L1-335,地方,地方,dìfang,N,place,地方,處所
L1-336,客廳,客厅,kètīng,N,living room,地方,處所
L1-337,浴室,浴室,yùshì,N,bathroom,地方,處所
L1-338,院子,院子,yuànzi,N,courtyard,地方,處所
L1-339,廁所,厕所,cèsuǒ,N,toilet,地方,處所
L1-340,飯廳,饭厅,fàntīng,N,dining room,地方,處所
L1-341,廚房,厨房,chúfáng,N,kitchen,地方,處所
L1-342,教室,教室,jiàoshì,N,classroom,地方,處所
L1-343,操場,操场,cāochǎng,N,playground,地方,處所
L1-344,游泳池,游泳池,yóuyǒngchí,N,swimming pool,地方,處所
L1-345,夜市,夜市,yèshì,N,night market,地方,處所
L1-346,教堂,教堂,jiàotáng,N,church,地方,處所
L1-347,郵局,邮局,yóujú,N,post office,地方,處所
L1-348,銀行,银行,yínháng,N,bank,地方,處所
L1-349,警察局,警察局,jǐngchájú,N,police office,地方,處所
L1-350,電影院,电影院,diànyǐngyuàn,N,movie theater,地方,處所
L1-351,辦公室,办公室,bàngōngshì,N,office,地方,處所
L1-352,飯店,饭店,fàndiàn,N,hotel,地方,處所
L1-352,酒店,酒店,jiǔdiàn,N,hotel,地方,處所
L1-353,公寓,公寓,gōngyù,N,apartment,地方,處所
L1-354,大樓,大楼,dàlóu,N,multi-storied building,地方,處所
L1-355,電梯,电梯,diàntī,N,elevator,地方,處所
L1-356,樓梯,楼梯,lóutī,N,stairs,地方,處所
L1-357,屋,屋,wū,N,house,地方,處所
L1-357,屋子,屋子,wūzi,N,house,地方,處所
L1-358,農田,农田,nóngtián,N,farm,地方,處所
L1-359,街,街,jiē,N,street,地方,處所
L1-360,馬路,马路,mǎlù,N,road,地方,處所
L1-360,道路,道路,dàolù,N,road,地方,處所
L1-361,高速公路,高速公路,gāosùgōnglù,N,"freeway, highway",地方,處所
L1-362,熱鬧,热闹,rènao,Vs,"boisterous, bustling",地方,處所
L1-363,泰國,泰国,tàiguó,N,Thailand,地方,國家
L1-364,韓國,韩国,hánguó,N,Korea,地方,國家
L1-365,日本,日本,rìběn,N,Japan,地方,國家
L1-367,早安,早安,zǎoān,V,Good morning.,常用語,一般
L1-368,晚安,晚安,wǎnān,V,Good night.,常用語,一般
L1-369,歡迎,欢迎,huānyíng,V,"to welcome, to greet",常用語,一般
L1-370,沒問題,没问题,méiwèntí,V,No problem.,常用語,一般
L1-371,差不多,差不多,chàbuduō,V,almost the same,常用語,一般
L1-372,不好意思,不好意思,bùhǎoyìsi,V,to feel embarrassed,常用語,一般
L1-373,祝福,祝福,zhùfú,V/N,"to bless, to wish",常用語,祝福
L1-374,進步,进步,jìnbù,N/V,"to improve, improvement",常用語,祝福
L1-375,成功,成功,chénggōng,N/V,"success, to succeed",常用語,祝福
L1-377,錯,错,cuò,Vs,wrong,功能詞,功能詞
L1-378,能,能,néng,V,can,功能詞,功能詞
L1-379,行,行,xíng,V,okay,功能詞,功能詞
L1-380,可能,可能,kěnéng,Adv,"maybe, perhaps",功能詞,功能詞
L1-381,當然,当然,dāngrán,Adv,"certainly, of course",功能詞,功能詞
L1-382,一定,一定,yídìng,Adv,definitely,功能詞,功能詞
L1-383,還是,还是,háishì,Conj,or; still,功能詞,功能詞
L1-384,所以,所以,suǒyǐ,Conj,so,功能詞,功能詞
L1-385,如果,如果,rúguǒ,Conj,if,功能詞,功能詞
L1-386,但是,但是,dànshì,Conj,but,功能詞,功能詞
L1-387,得,得,de,Ptc/V,"particle(de): verbs which are marked by de are followed by complements to show the resultive state of the action; Verb(dé): to get; Verb(děi):must, have to",功能詞,功能詞
L1-387,得,得,dé,Ptc/V,"particle(de): verbs which are marked by de are followed by complements to show the resultive state of the action; Verb(dé): to get; Verb(děi):must, have to",功能詞,功能詞
L2-001,它,它,tā,N,it,人物,人物
L2-002,自己,自己,zìjǐ,N,oneself,人物,人物
L2-003,介紹,介绍,jièshào,V/N,"to introduce, introduction",人物,人物
L2-004,兒童,儿童,értóng,N,children,人物,人物
L2-005,兄弟姊妹,兄弟姊妹,xiōngdìjiěmèi,N,siblings,人物,家庭
L2-006,叔,叔,shú,N,uncle,人物,家庭
L2-006,叔叔,叔叔,shúshu,N,uncle,人物,家庭
L2-007,孫子,孙子,sūnzi,N,grandson; granddaughter,人物,家庭
L2-007,孫女,孙女,sūnnǚ,N,grandson; granddaughter,人物,家庭
L2-008,鄰居,邻居,línjū,N,neighbor,人物,家庭
L2-009,照顧,照顾,zhàogù,V,to look after,人物,家庭
L2-010,辦法,办法,bànfǎ,N,"way, means, measure, regulation",人物,家庭
L2-011,方法,方法,fāngfǎ,N,"method, way, means",人物,家庭
L2-012,習慣,习惯,xíguàn,N/V,habit; to be used to,人物,家庭
L2-013,幸福,幸福,xìngfú,N,happiness,人物,家庭
L2-014,眉,眉,méi,N,eyebrow,人物,身體部位
L2-015,鬍,胡,hú,N,beard,人物,身體部位
L2-015,鬍子,胡子,húzi,N,beard,人物,身體部位
L2-016,手臂,手臂,shǒubì,N,arm,人物,身體部位
L2-017,肩膀,肩膀,jiānbǎng,N,shoulder,人物,身體部位
L2-018,脖,脖,bó,N,neck,人物,身體部位
L2-018,脖子,脖子,bózi,N,neck,人物,身體部位
L2-019,皮膚,皮肤,pífū,N,skin,人物,身體部位
L2-020,眼淚,眼泪,yǎnlèi,N,tears,人物,身體部位
L2-021,死,死,sǐ,Vs,to die,人物,身體動作
L2-022,靠,靠,kào,V,to lean against; to depend on,人物,身體動作
L2-023,陪,陪,péi,V,to accompany,人物,身體動作
L2-024,醒,醒,xǐng,Vs,awake,人物,身體動作
L2-025,抱,抱,bào,V,to hug,人物,手部動作
L2-026,按,按,àn,V,to press,人物,手部動作
L2-027,捉,捉,zhuō,V,to catch,人物,手部動作
L2-028,換,换,huàn,V,to exchange,人物,手部動作
L2-029,擦,擦,cā,V,to wipe,人物,手部動作
L2-030,偷,偷,tōu,V,to steal,人物,手部動作
L2-031,丟,丢,diū,V,to throw; to lose something,人物,手部動作
L2-032,掉,掉,diào,V,to drop,人物,手部動作
L2-033,見,见,jiàn,V,to see; to meet,人物,眼部動作
L2-034,聞,闻,wén,V,to smell,人物,鼻子動作
L2-035,咬,咬,yǎo,V,to bite,人物,口部動作
L2-036,講,讲,jiǎng,V,to talk,人物,口部動作
L2-036,講話,讲话,jiǎnghuà,V,to talk,人物,口部動作
L2-037,告訴,告诉,gàosu,V,to tell,人物,口部動作
L2-038,親,亲,qīn,V,to kiss,人物,口部動作
L2-039,聽說,听说,tīngshuō,V,to hear,人物,口部動作
L2-040,嚐,尝,cháng,V,to taste,人物,口部動作
L2-041,吵,吵,chǎo,Vs,noisy,人物,口部動作
L2-042,猜,猜,cāi,V,to guess,人物,心理活動
L2-043,煩惱,烦恼,fánnǎo,N/V,(to) worry,人物,心理活動
L2-044,麻煩,麻烦,máfan,N/V,(to) trouble,人物,心理活動
L2-045,無聊,无聊,wúliáo,Vs,"boring, bored",人物,心理活動
L2-046,愉快,愉快,yúkuài,Vs,delightful,人物,心理活動
L2-047,決定,决定,juédìng,V/N,"to decide, decision",人物,心理活動
L2-048,相信,相信,xiāngxìn,V,to believe,人物,心理活動
L2-049,發現,发现,fāxiàn,V,to discover,人物,心理活動
L2-050,希望,希望,xīwàng,V,to hope,人物,心理活動
L2-051,記得,记得,jìde,V,to remember,人物,心理活動
L2-052,感覺,感觉,gǎnjué,N/Vs,"feeling, to feel",人物,心理活動
L2-053,了解,了解,liǎojiě,V,to understand,人物,心理活動
L2-054,以為,以为,yǐwéi,Vs,"to think, to consider",人物,心理活動
L2-055,認識,认识,rènshì,Vs,to know,人物,心理活動
L2-056,著急,着急,zhāojí,Vs,anxious,人物,心理活動
L2-057,傷心,伤心,shāngxīn,Vs,heart-broken,人物,心理活動
L2-058,擔心,担心,dānxīn,Vs,worried,人物,心理活動
L2-059,舒服,舒服,shūfu,Vs,comfortable,人物,心理活動
L2-060,壯,壮,zhuàng,Vs,strong,人物,人格特質
L2-061,肥,肥,féi,Vs,fat,人物,人格特質
L2-062,懶,懒,lǎn,Vs,lazy,人物,人格特質
L2-063,醜,丑,chǒu,Vs,ugly,人物,人格特質
L2-064,活潑,活泼,huópō,Vs,vivacious,人物,人格特質
L2-065,認真,认真,rènzhēn,Vs,"serious, earnest",人物,人格特質
L2-066,可憐,可怜,kělián,Vs,"pitiful, poor",人物,人格特質
L2-067,幸運,幸运,xìngyùn,Vs,lucky,人物,人格特質
L2-068,商人,商人,shāngrén,N,merchant,人物,職業
L2-069,作家,作家,zuòjiā,N,writer,人物,職業
L2-070,記者,记者,jìzhě,N,reporter,人物,職業
L2-071,演員,演员,yǎnyuán,N,actor,人物,職業
L2-072,機會,机会,jīhuì,N,chance,人物,職業
L2-073,做事,做事,zuòshì,V,to work,人物,職業
L2-074,成為,成为,chéngwéi,Vs,to become,人物,職業
L2-075,辛苦,辛苦,xīnkǔ,Vs,to work hard,人物,職業
L2-076,夢想,梦想,mèngxiǎng,N,dream,人物,職業
L2-078,各,各,gè,Det,each,數量,數字
L2-079,群,群,qún,M,"collective measure word for a number of people gathering together, for animals of the same kind, and for lots of close islands",數量,數字
L2-080,封,封,fēng,M,"measure word for letters, telegrams, etc.",數量,數字
L2-081,度,度,dù,M,measure word for temperature,數量,數字
L2-082,段,段,duàn,M,"measure word for a part of something, for example part of an essay, part of a journey, etc., and for part of some time period.",數量,數字
L2-083,盆,盆,pén,M,container measure word for the things in a basin.,數量,數字
L2-084,頂,顶,dǐng,M,"individual measure word for things that have a cap, cover, etc.",數量,數字
L2-085,幅,幅,fú,M,"individual measure word for calligraphy, painting, etc.",數量,數字
L2-086,遍,遍,biàn,M,measure word for the course of an action from the beginning to the end.,數量,數字
L2-087,篇,篇,piān,M,"measure word for writings, etc.",數量,數字
L2-088,輛,辆,liàng,M,"measure word for any conveyance, etc.",數量,數字
L2-089,雙,双,shuāng,M,measure word for two things of the same kind to be used together.,數量,數字
L2-090,根,根,gēn,M,"individual measure word for long things and  for soft and slender things, such as a banana, a lock of hair, etc.",數量,數量
L2-091,萬,万,wàn,Num,ten thousand,數量,數量
L2-092,號碼,号码,hàomǎ,N,number,數量,數量
L2-093,數字,数字,shùzì,N,numeral,數量,數量
L2-094,任何,任何,rènhé,Det,any,數量,數量
L2-095,其他,其他,qítā,Det,other,數量,數量
L2-096,所有,所有,suǒyǒu,Det,all,數量,數量
L2-097,許多,许多,xǔduō,Det,"many, a lot of",數量,數量
L2-098,有點兒,有点儿,yǒudiǎnr,Adv,a little,數量,數量
L2-099,窮,穷,qióng,Vs,poor,數量,金錢
L2-100,零用錢,零用钱,língyòngqián,N,allowance,數量,金錢
L2-102,夠,够,gòu,Adv,enough,程度,程度
L2-103,不錯,不错,búcuò,Vs,not bad,程度,程度
L2-104,弱,弱,ruò,Vs,weak,程度,程度
L2-105,強,强,qiáng,Vs,strong,程度,程度
L2-106,淡,淡,dàn,Vs,thin,程度,程度
L2-107,濃,浓,nóng,Vs,thick,程度,程度
L2-108,一模一樣,一模一样,yìmóyíyàng,,exactly the same,程度,程度
L2-109,重要,重要,zhòngyào,Vs,important,程度,程度
L2-110,特別,特别,tèbié,Vs,special,程度,程度
L2-112,日期,日期,rìqí,N,date,時間,年月日星期
L2-113,時間,时间,shíjiān,N,time,時間,時間
L2-114,傍晚,傍晚,bāngwǎn,N/Adv,evening,時間,時間
L2-115,半夜,半夜,bànyè,N/Adv,midnight,時間,時間
L2-116,有時,有时,yǒushí,Adv,sometimes,時間,時間
L2-116,有時候,有时候,yǒushíhòu,Adv,sometimes,時間,時間
L2-116,有時候,有时候,yǒushíhou,Adv,sometimes,時間,時間
L2-117,剛才,刚才,gāngcái,Adv,just,時間,時間
L2-118,馬上,马上,mǎshàng,Adv,immediately,時間,時間
L2-119,經常,经常,jīngcháng,Adv,often,時間,時間
L2-120,總是,总是,zǒngshì,Adv,always,時間,時間
L2-121,從不,从不,cóngbù,Adv,never,時間,時間
L2-122,當,当,dāng,Conj,when,時間,時間
L2-123,久,久,jiǔ,Vs,for a long time,時間,時間
L2-124,已經,已经,yǐjīng,Adv,already,時間,時間
L2-125,永遠,永远,yǒngyuǎn,Adv,forever,時間,時間
L2-126,過去,过去,guòqù,Adv,past,時間,時間
L2-127,最後,最后,zuìhòu,Adv,last,時間,時間
L2-128,趕,赶,gǎn,Vs,to rush,時間,時間
L2-129,趕快,赶快,gǎnkuài,Adv,hurry,時間,時間
L2-131,金色,金色,jīnsè,N,gold,形色,顏色
L2-132,銀色,银色,yínsè,N,silver,形色,顏色
L2-133,低,低,dī,Vs,low,形色,尺寸
L2-134,直,直,zhí,Vs,straight,形色,形狀
L2-135,扁,扁,biǎn,Vs,flat,形色,形狀
L2-136,彎,弯,wān,Vs,curved; to bend,形色,形狀
L2-137,捲,卷,juǎn,Vs,curl,形色,形狀
L2-139,服裝,服装,fúzhuāng,N,costume,生活,衣物飾品
L2-140,西裝,西装,xīzhuāng,N,suit,生活,衣物飾品
L2-141,襯衫,衬衫,chènshān,N,shirt,生活,衣物飾品
L2-142,領帶,领带,lǐngdài,N,tie,生活,衣物飾品
L2-143,皮帶,皮带,pídài,N,belt,生活,衣物飾品
L2-144,制服,制服,zhìfú,N,uniform,生活,衣物飾品
L2-145,牛仔褲,牛仔裤,niúzǎikù,N,jeans,生活,衣物飾品
L2-146,戒指,戒指,jièzhǐ,N,ring,生活,衣物飾品
L2-147,耳環,耳环,ěrhuán,N,ear ring,生活,衣物飾品
L2-148,項鍊,项链,xiàngliàn,N,necklace,生活,衣物飾品
L2-149,針,针,zhēn,N,needle,生活,衣物飾品
L2-150,線,线,xiàn,N,thread,生活,衣物飾品
L2-151,背包,背包,bēibāo,N,backpack,生活,衣物飾品
L2-152,打扮,打扮,dǎbàn,V,"to dress up, to make up",生活,衣物飾品
L2-152,打扮,打扮,dǎban,V,"to dress up, to make up",生活,衣物飾品
L2-153,流行,流行,liúxíng,Vs,"fashionable, widespread",生活,衣物飾品
L2-154,生活,生活,shēnghuó,N,life,生活,居家用品
L2-155,響,响,xiǎng,Vs,to make a sound,生活,居家用品
L2-156,地板,地板,dìbǎn,N,floor,生活,居家用品
L2-157,工具,工具,gōngjù,N,tool,生活,居家用品
L2-158,布,布,bù,N,cloth,生活,居家用品
L2-159,梳子,梳子,shūzi,N,comb,生活,居家用品
L2-160,玻璃,玻璃,bōli,N,glass,生活,居家用品
L2-161,浴缸,浴缸,yùgāng,N,tub,生活,居家用品
L2-162,衛生紙,卫生纸,wèishēngzhǐ,N,toilet paper,生活,居家用品
L2-163,電風扇,电风扇,diànfēngshàn,N,fan,生活,居家用品
L2-164,鑰匙,钥匙,yàoshi,N,key,生活,居家用品
L2-165,收音機,收音机,shōuyīnjī,N,radio,生活,居家用品
L2-166,隨身聽,随身听,suíshēntīng,N,a type of small cassette or cd player with headphones that you can carry with you,生活,居家用品
L2-167,廣播,广播,guǎngbò,N/V,(to) broadcast,生活,居家用品
L2-167,廣播,广播,guǎngbō,N/V,(to) broadcast,生活,居家用品
L2-168,新聞,新闻,xīnwén,N,news,生活,居家用品
L2-169,節目,节目,jiémù,N,show,生活,居家用品
L2-170,消息,消息,xiāoxi,N,news,生活,居家用品
L2-171,網站,网站,wǎngzhàn,N,website,生活,居家用品
L2-172,電子郵件,电子邮件,diànzǐyóujiàn,N,e-mail,生活,居家用品
L2-173,螢幕,萤幕,yíngmù,N,screen,生活,居家用品
L2-174,雜誌,杂志,zázhì,N,magazine,生活,居家用品
L2-175,留言,留言,liúyán,N/V,"message, to leave a message",生活,居家用品
L2-176,整齊,整齐,zhěngqí,Vs,tidy,生活,居家用品
L2-177,亂七八糟,乱七八糟,luànqībāzāo,Vs,messy,生活,居家用品
L2-178,饅頭,馒头,mántou,N,steamed bun,生活,飲食
L2-179,泡麵,泡面,pàomiàn,N,instant noodles,生活,飲食
L2-180,火鍋,火锅,huǒguō,N,hotpot,生活,飲食
L2-181,豆腐,豆腐,dòufu,N,tofu,生活,飲食
L2-182,香腸,香肠,xiāngcháng,N,sausage,生活,飲食
L2-183,蔬菜,蔬菜,shūcài,N,vegetable,生活,飲食
L2-184,蘿蔔,萝卜,luóbo,N,carrot,生活,飲食
L2-185,馬鈴薯,马铃薯,mǎlíngshǔ,N,potato,生活,飲食
L2-186,果醬,果酱,guǒjiàng,N,jam,生活,飲食
L2-187,蜂蜜,蜂蜜,fēngmì,N,honey,生活,飲食
L2-188,糖果,糖果,tángguǒ,N,candy,生活,飲食
L2-189,野餐,野餐,yěcān,N/V,(to) picnic,生活,飲食
L2-190,胡椒粉,胡椒粉,hújiāofěn,N,pepper,生活,飲食
L2-191,酒,酒,jiǔ,N,wine,生活,飲食
L2-192,鳳梨,凤梨,fènglí,N,pineapple,生活,飲食
L2-193,檸檬,柠檬,níngméng,N,lemon,生活,飲食
L2-194,椰,椰,yé,N,coconut,生活,飲食
L2-194,椰子,椰子,yézi,N,coconut,生活,飲食
L2-195,梨,梨,lí,N,pear,生活,飲食
L2-195,梨子,梨子,lízi,N,pear,生活,飲食
L2-196,味道,味道,wèidao,N,taste,生活,飲食
L2-197,鹹,咸,xián,Vs,salty,生活,飲食
L2-198,鹽,盐,yán,N,salt,生活,飲食
L2-199,辣,辣,là,Vs,spicy,生活,飲食
L2-200,酸,酸,suān,Vs,sour,生活,飲食
L2-201,煮,煮,zhǔ,V,to cook,生活,飲食
L2-202,煎,煎,jiān,V,to fry,生活,飲食
L2-203,新鮮,新鲜,xīnxian,Vs,fresh,生活,飲食
L2-204,畢業,毕业,bìyè,V,to graduate,生活,學校
L2-205,討論,讨论,tǎolùn,V,to discuss,生活,學校
L2-206,遲到,迟到,chídào,Vs,late,生活,學校
L2-207,安靜,安静,ānjìng,Vs,quiet,生活,學校
L2-208,吵架,吵架,chǎojià,V,to argue,生活,學校
L2-209,夏令營,夏令营,xiàlìngyíng,N,summer camp,生活,學校
L2-210,舉行,举行,jǔxíng,V,to hold,生活,學校
L2-211,活動,活动,huódòng,N,activity,生活,學校
L2-212,書法,书法,shūfǎ,N,chinese calligraphy,生活,學校
L2-213,興趣,兴趣,xìngqù,N,"interest, hobby",生活,學校
L2-214,文章,文章,wénzhāng,N,"article, essay",生活,學校
L2-215,日記,日记,rìjì,N,diary,生活,學校
L2-216,字典,字典,zìdiǎn,N,dictionary,生活,學校
L2-217,歷史,历史,lìshǐ,N,history,生活,學校
L2-218,地理,地理,dìlǐ,N,geography,生活,學校
L2-219,戲劇,戏剧,xìjù,N,drama,生活,學校
L2-220,回答,回答,huídá,V/N,to answer,生活,學校
L2-221,答案,答案,dá'àn,N,answer,生活,學校
L2-222,通知,通知,tōngzhī,V/N,to inform,生活,學校
L2-223,複習,复习,fùxí,V,to review,生活,學校
L2-224,學習,学习,xuéxí,V,to learn,生活,學校
L2-225,選擇,选择,xuǎnzé,V/N,to choose; choice,生活,學校
L2-226,借,借,jiè,V,to borrow,生活,學校
L2-227,替,替,tì,V,on behalf of,生活,學校
L2-228,試,试,shì,V,to try,生活,學校
L2-229,輸,输,shū,V,to lose,生活,學校
L2-230,贏,赢,yíng,V,to win,生活,學校
L2-231,毛筆,毛笔,máobǐ,N,writing brush,生活,學校
L2-232,水彩,水彩,shuǐcǎi,N,watercolor,生活,學校
L2-233,堆,堆,duī,V/M,"(to) stack, (to) pile; collective measure word for a mass of things in piles",生活,休閒活動
L2-234,積木,积木,jīmù,N,brick,生活,休閒活動
L2-235,划船,划船,huáchuán,V,to row a boat,生活,休閒活動
L2-236,溜冰,溜冰,liūbīng,V,to skate,生活,休閒活動
L2-237,跳繩,跳绳,tiàoshéng,V/N,rope-skipping,生活,休閒活動
L2-238,釣魚,钓鱼,diàoyú,V/N,fishing,生活,休閒活動
L2-239,旅遊,旅游,lǚyóu,V/N,to travel,生活,休閒活動
L2-240,參觀,参观,cānguān,V,to visit,生活,休閒活動
L2-241,露營,露营,lùyíng,V/N,camping,生活,休閒活動
L2-242,聊天,聊天,liáotiān,V,to chat,生活,休閒活動
L2-243,電動玩具,电动玩具,diàndòngwánjù,N,video game,生活,休閒活動
L2-243,電玩,电玩,diànwán,N,video game,生活,休閒活動
L2-244,風箏,风筝,fēngzhēng,N,kite,生活,休閒活動
L2-245,計畫,计划,jìhuà,V/N,(to) plan,生活,休閒活動
L2-246,打算,打算,dǎsuàn,V,"to plan, to intend",生活,休閒活動
L2-247,網路,网路,wǎnglù,N,internet,生活,休閒活動
L2-248,油畫,油画,yóuhuà,N,oil painting,生活,休閒活動
L2-249,影片,影片,yǐngpiàn,N,film,生活,休閒活動
L2-250,小說,小说,xiǎoshuō,N,novel,生活,休閒活動
L2-251,樂器,乐器,yuèqì,N,musical instruments,生活,休閒活動
L2-252,喇叭,喇叭,lǎba,N,trumpet,生活,休閒活動
L2-253,笛,笛,dí,N,flute,生活,休閒活動
L2-253,笛子,笛子,dízi,N,flute,生活,休閒活動
L2-254,合唱團,合唱团,héchàngtuán,N,"chorus, choir",生活,休閒活動
L2-255,捉迷藏,捉迷藏,zhuōmícáng,N,hide-and-seek,生活,休閒活動
L2-256,躲,躲,duǒ,V,to hide,生活,休閒活動
L2-257,表演,表演,biǎoyǎn,N/V,"performance, to perform",生活,休閒活動
L2-258,結婚,结婚,jiéhūn,V,to marry,生活,休閒活動
L2-259,慶祝,庆祝,qìngzhù,N/V,to celebrate,生活,休閒活動
L2-260,紀念,纪念,jìniàn,V,"to remember, to commemorate",生活,休閒活動
L2-261,血,血,xiě,N,blood,生活,健康
L2-262,癢,痒,yǎng,Vs,itchy,生活,健康
L2-263,注意,注意,zhùyì,V,to notice; to watch out,生活,健康
L2-264,傳染,传染,chuánrǎn,V,"to be contagious, to infect",生活,健康
L2-265,昏倒,昏倒,hūndǎo,Vs,to faint,生活,健康
L2-266,近視,近视,jìnshì,N/Vs,nearsighted,生活,健康
L2-268,轉,转,zhuǎn,V,to turn,交通,交通工具
L2-269,遇,遇,yù,V,"to encounter, to come across",交通,交通工具
L2-270,出發,出发,chūfā,V,"to set off, to depart",交通,交通工具
L2-271,發生,发生,fāshēng,V,to happen,交通,交通工具
L2-272,離開,离开,líkāi,V,to leave,交通,交通工具
L2-273,車禍,车祸,chēhuò,N,car accident,交通,交通工具
L2-274,地鐵,地铁,dìtiě,N,"subway, underground",交通,交通工具
L2-275,安全帶,安全带,ānquándài,N,seat belt,交通,交通工具
L2-276,紅綠燈,红绿灯,hónglǜdēng,N,traffic light,交通,交通工具
L2-277,方便,方便,fāngbiàn,Vs,convenient,交通,交通工具
L2-279,霧,雾,wù,N,fog,自然,現象
L2-280,刮,刮,guā,V,to blow (wind),自然,現象
L2-281,颱風,台风,táifēng,N,typhoon,自然,現象
L2-282,空氣,空气,kōngqì,N,air,自然,現象
L2-283,光,光,guāng,N,light,自然,現象
L2-284,地震,地震,dìzhèn,N,earthquake,自然,現象
L2-285,災,灾,zāi,N,disaster,自然,現象
L2-285,火災,火灾,huǒzāi,N,disaster,自然,現象
L2-285,水災,水灾,shuǐzāi,N,disaster,自然,現象
L2-286,變,变,biàn,V,"to become, to turn into",自然,季節
L2-287,溫度,温度,wēndù,N,temperature,自然,天氣
L2-288,濕,湿,shī,Vs,humid; wet,自然,天氣
L2-289,晴朗,晴朗,qínglǎng,Vs,sunny,自然,天氣
L2-290,植物,植物,zhíwù,N,plant,自然,植物
L2-291,牠,牠,tā,N,it,自然,動物
L2-292,熊,熊,xióng,N,bear,自然,動物
L2-293,貓熊,猫熊,māoxióng,N,panda,自然,動物
L2-293,熊貓,熊猫,xióngmāo,N,panda,自然,動物
L2-294,長頸鹿,长颈鹿,chángjǐnglù,N,giraffe,自然,動物
L2-295,龍,龙,lóng,N,dragon,自然,動物
L2-296,恐龍,恐龙,kǒnglóng,N,dinosaur,自然,動物
L2-297,蟑螂,蟑螂,zhāngláng,N,cockroach,自然,動物
L2-298,蝦,虾,xiā,N,shrimp,自然,動物
L2-299,鯨魚,鲸鱼,jīngyú,N,whale,自然,動物
L2-300,企鵝,企鹅,qìé,N,penguin,自然,動物
L2-301,烏龜,乌龟,wūguī,N,turtle,自然,動物
L2-302,老鷹,老鹰,lǎoyīng,N,eagle,自然,動物
L2-303,尾巴,尾巴,wěiba,N,tail,自然,動物
L2-304,屬,属,shǔ,V,to belong to,自然,動物
L2-305,島,岛,dǎo,N,island,自然,自然環境
L2-306,湖,湖,hú,N,lake,自然,自然環境
L2-307,地球,地球,dìqiú,N,earth,自然,自然環境
L2-308,貝殼,贝壳,bèiké,N,shell,自然,自然環境
L2-309,海灘,海滩,hǎitān,N,beach,自然,自然環境
