ID,Traditional,Simplified,Pinyin,POS,Meaning,Examples,Variants
B3L08-1-21,上街,上街,shàngjiē,Vi,"to go out, to go shopping",因為工作太忙的關係，夏小姐已經有一段時間沒上街購物了。,
B3L08-1-22,限制,限制,xiànzhì,N,limitation; restriction,住在學校宿舍有一些限制，比如說晚上十點前必須回到宿舍。,
B3L08-1-23,櫃子,柜子,guìzi,N,"cabinet, closet",,
B3L08-1-24,真正,真正,zhēnzhèng,Vs-attr/Adv,real; really,真正的朋友會幫助你、關心你，是絕對不會傷害你的<br>青少年常因為不了解而誤會父母的教育方式，或許等他們長大了，就能真正明白了。,
B3L08-1-25,需要,需要,xūyào,N,need,父母要經常陪孩子聊天、玩遊戲，給零用錢不能完全滿足孩子的需要。,
B3L08-1-26,醜,丑,chǒu,Vs,ugly,小何穿著綠色牛仔褲、紅襯衫，再戴上藍色的帽子，我覺得這些顏色配在一起很醜。,
B3L08-1-27,自在,自在,zìzài,Vs,be comfortable; at ease,小戴第一次跟女朋友的父母見面時，緊張得不得了，說話、吃飯都很不自在。,
B3L08-1-28,主人,主人,zhǔrén,N,"master, owner",那位老太太年紀大了，沒辦法照顧他的狗，所以想幫狗找個新主人。,
B3L08-1-29,信心,信心,xìnxīn,N,confidence,張先生滑雪的技巧很好，這次比賽他有信心能夠得到前三名。,
B3L08-1-30,條件,条件,tiáojiàn,N,"condition, factor",參加籃球社的條件是跑步的速度得夠快，但是沒有身高的限制。,
B3L08-1-31,魅力,魅力,mèilì,N,"charm, charisma",不少外國人說，臺灣最大的魅力是人們能夠接受不同的文化、語言和想法，所以在臺灣生活非常自在。,
B3L08-1-32,一般來說,一般来说,yìbānláishuō,Ph,generally speaking,一般來說，小感冒只要多喝水、多休息就行了，不需要看病、吃藥。,
B3L08-2-01,快時尚,快时尚,kuàishíshàng,N,short-lived fashion; fad; craze; fast fashion,,
B3L08-2-02,時尚,时尚,shíshàng,N,fashion,,
B3L08-2-03,合作,合作,hézuò,Vi/Vs,to cooperate; cooperative,我們公司打算今年跟美國合作，生產名牌皮包<br>除夕那天，大家都忙著打掃、貼春聯，只有弟弟很不合作，什麼事都不做。,
B3L08-2-04,為,为,wèi,Prep,for,這個紀念堂是為了紀念那些為國家犧牲生命的軍人。,
B3L08-2-05,播出,播出,bòchū,V,"to broadcast, to televise",電視上正在播出跨年演唱會，節目非常吸引人，你快來看吧。,
B3L08-2-06,樣式,样式,yàngshì,N,style,我今天跟同學穿了樣式不同，但是顏色相同的洋裝。,
B3L08-2-07,所謂,所谓,suǒwèi,Vs-attr,so called,對爺爺來說，所謂的「好孩子」，就是很孝順、有禮貌、功課好的孩子。,
B3L08-2-08,掌握,掌握,zhǎngwò,V,"to grasp, to master",這次地震的規模很大，連總統一時也很難掌握各地的災情。,
B3L08-2-09,趕上,赶上,gǎnshàng,Vpt,"to catch up with; to catch an airplane, train, bus, etc.",這次的露營活動因為颱風辦不成了，可以說計畫永遠沒辦法趕上變化<br>張老闆開會開得太久，沒趕上飛機，只好花錢再買一張機票了。,
B3L08-2-10,擁有,拥有,yǒngyǒu,Vst,to own,阿里山擁有豐富的森林資源和獨特的自然風景，每年都吸引不少遊客去那裡旅行。,
B3L08-2-11,平價,平价,píngjià,Vs,"priced fairly, affordable",這家餐廳的菜不僅平價，還很營養，常常中午十二點前舉客滿了。,
B3L08-2-12,平時,平时,píngshí,N,"normal times, at ordinary times",白小姐平時對穿著不怎麼講究，衣服穿來穿去總是那幾件。,
B3L08-2-13,承認,承认,chéngrèn,V,to admit,我承認你的照相機是被我弄壞的，我一定負責把它修理好。,
B3L08-2-14,自信,自信,zìxìn,N,self-confidence,小畢本來認為自己的書法寫得很好，但是上次比賽輸了以後，他就失去自信了。,
B3L08-2-15,冷靜,冷静,lěngjìng,Vs,to calm down,那棟大樓發生火災時，還好安全人員很冷靜，才能帶著大家安全地離開。,
B3L08-2-16,況且,况且,kuàngqiě,Conj,furthermore,小陳認為頭痛是小事，況且最近忙得連休息的時間都不夠，所以不肯去看病。,
B3L08-2-17,使,使,shǐ,V,"to cause, to make",我認為多看時尚雜誌、多看模特兒怎麼穿衣服，應該就能使自己的穿著更有品味。,
B3L08-2-18,非,非,fēi,Adv,not,老闆收到一封寫滿越南文的信，辦公室沒人看得懂，非找人翻譯不可。,
B3L08-2-19,畢竟,毕竟,bìjìng,Adv,after all,他畢竟是個小孩子，還不懂做人做事的道理，等他長大就會明白了。,
B3L08-2-20,帥,帅,shuài,Vs,handsome,小張不僅長得帥，穿著也很有品味，所以很多人都以為他是明星。,
B3L08-2-21,正確,正确,zhèngquè,Vs,correct,老師認為這個問題很難，只有一個學生回答得很正確，所以給他加了一些分數。,
B3L09-1-01,得,得,dé,Vpt,to get,小李第一次參加釣魚比賽就得了第一名，真是幸運。,
B3L09-1-02,安心,安心,ānxīn,Vs,to feel at ease,這家超市賣的商品都是安全的，讓顧客買得安心、吃得安心，用的也安心。,
B3L09-1-03,醒,醒,xǐng,Vp,to wake up,弟弟做了一個可怕的夢，夜裡三點就醒了<br>台灣的夏天熱極了，要是房間沒有冷氣，半夜可能會被熱醒，甚至整個晚上睡不著。,
B3L09-1-04,哦,哦,ó,Ptc,Is that so?,A:「快時尚」的服裝只有剛出來的頭幾個月受歡迎。 B:哦？你的意思是「快時尚」的衣服很快就失去魅力了嗎？,
B3L09-1-05,罵,骂,mà,V,"to scold, to curse",今天的數學考試我只考了三十分，要是被爸爸知道，他一定會罵我的。,
B3L09-1-06,反而,反而,fǎn'ér,Conj,"instead, on the contrary",好幾個人都看到他跟這場火災有關，他不但不承認，反而說是鄰居做的。,
B3L09-1-07,受得了,受得了,shòudeliǎo,Vst,"to be bearable, to be tolerable",他做事的態度很差，而且一不高興就罵人，誰受得了這種人啊！,
B3L09-1-08,教導,教导,jiàodǎo,V,"to guide, to teach",父母除了教導孩子做人做事的道理，也應該肯定他們的表現，讓他們更有自信。,
B3L09-1-09,社會,社会,shèhuì,N,society,如果你想了解臺灣社會的人、事、物，最好親自來臺灣住一段時間。,
B3L09-1-10,升學,升学,shēngxué,Vi,to move up to a higher level of education,,
B3L09-1-11,教學,教学,jiàoxué,Vi,to teach,,
B3L09-1-12,重心,重心,zhòngxīn,N,focus,這堂課的內容跟文化有關，所以老師把教學重心放在介紹各國的文化特色。,
B3L09-1-13,成就,成就,chéngjiù,N,accomplishment,小戴才三十歲就已經是名牌服裝公司的大老闆，這麼年輕就有這樣的成就，實在不簡單。,
B3L09-1-14,堆,堆,duī,M,"pile, stack",,
B3L09-1-15,測驗,测验,cèyàn,N/V,test; to test,如果你能掌握老師教學的重要內容，這次的測驗就一定能得到高分<br>為了測驗出學生的華語程度，學校希望學生參加華語文能力測驗。,
B3L09-1-16,題目,题目,tímù,N,"exam question, title",這次期末考的題目很難，大家的成績都不好，還有幾個人被當了。,
B3L09-1-17,記,记,jì,Vst,"to memorize, to remember",我同學記筆記的速度很快，也記得很清楚，所以我常跟他借筆記來複習功課。,
B3L09-1-18,及格,及格,jígé,Vp,to pass,我的漢字考試總是不及格，經過三個月努力地練習，終於及格了。,
B3L09-1-19,成果,成果,chéngguǒ,N,positive result,王教授不但知識很豐富，研究成果也受到大家的肯定。,
B3L09-1-20,家長,家长,jiāzhǎng,N,parent,,
B3L09-1-21,不滿,不满,bùmǎn,Vs,"dissatisfy, dissatisfied",黃先生上班常遲到，也不認真工作，這樣的態度讓老闆很不滿。,
B3L09-1-22,教材,教材,jiàocái,N,teaching material,這個學期中文課的新教材是時代華語第三冊，一共有十六課。,
B3L09-1-23,工具,工具,gōngjù,N,"equipment, tool",越來越多人使用網路上課，所以手機、電腦也就變成了重要的學習工具。,
B3L09-1-24,帶領,带领,dàilǐng,N,"to lead, to guide",在華語中心，每個學期老師都會帶領學生參加戶外教學的活動。,
B3L09-1-25,吸收,吸收,xīshōu,V,to absorb; to obtain,有的人一喝牛奶就拉肚子，可能是因為身體吸收不料牛奶的營養。,
B3L09-1-26,舉手,举手,jǔshǒu,V-sep,to raise one's hand,,
B3L09-1-27,請教,请教,qǐngjiào,V,to ask; to seek advice,這堂語法課的內容比較難，學生有任何問題都可以舉手請教老師。,
B3L09-1-28,制度,制度,zhìdù,N,system,有一些家長對現在的升學制度不滿，認為學校不應該逼孩子寫那麼多測驗題目。,
B3L09-1-29,特殊,特殊,tèshū,Vs,unique,這個手錶你已經戴了快二十年了吧？他對你有甚麼特殊的意義呢？,
B3L09-1-30,合理,合理,hélǐ,Vs,reasonable,這個牌子的運動服在夜市賣五百元，可是在百貨公司賣兩千元，你覺得合理嗎？,
B3L09-1-31,水準,水准,shuǐzhǔn,N,"standard, level",當人們生活水準提高，開始重視生活品質時，休閒活動也就跟著多了起來。,
B3L09-1-32,培養,培养,péiyǎng,V,"to develop, to cultivate",華語中心除了有培養學生中文能力的課程，還安排了文化課，讓課程更豐富。,
B3L09-1-33,外文,外文,wàiwén,N,foreign language,,
B3L09-1-34,放輕鬆,放轻松,fàng qīngsōng,Ph,"to be relaxed, to relax",老師說這次口試的題目不難，回答是只要放輕鬆、別緊張，就沒問題了。,
B3L09-2-01,尤其,尤其,yóuqí,Adv,especially,李小姐結婚以後的生活重心就是家庭，尤其是照顧剛出生的小孩。,
B3L09-2-02,似乎,似乎,sìhū,Adv,seemingly,這次數學考試的題目似乎難了點，因為超過三分之二的學生考不及格。,
B3L09-2-03,因此,因此,yīncǐ,Conj,therefore,這個教材比較難，老師怕學生不容易吸收，因此利用各種教學工具來幫助學生學習。,
B3L09-2-04,博士,博士,bóshì,N,"doctor, PhD",,
B3L09-2-05,達成,达成,dáchéng,Vpt,to reach; to fulfill,如果想得到獎學金，必須達成每科成績八十五分以上的要求。,
B3L09-2-06,國小,国小,guóxiǎo,N,primary school,,
B3L09-2-07,國中,国中,guózhōng,N,junior high school,,
B3L09-2-08,科,科,kē,M,"field, subject",明天要考五科，每科的測驗題目各有五十題，我想今天晚上得開夜車了。,
B3L09-2-09,高中,高中,gāozhōng,N,senior high school,,
B3L09-2-10,筆記,笔记,bǐjì,N,notes,,
B3L09-2-11,本子,本子,běnzi,N,notebook,,
B3L09-2-12,重點,重点,zhòngdiǎn,N,key point,,
B3L09-2-13,便條,便条,biàntiáo,N,note,上課時他把筆記寫在本子上，也把重點寫在不同顏色的便條(紙)上。,
B3L09-2-14,滿,满,mǎn,Vs,full,張經理今天的工作行程安排得很滿，連吃飯、休息的時間都沒有。,
B3L09-2-15,考卷,考卷,kǎojuàn,N,test paper,,
B3L09-2-16,實際,实际,shíjì,Vs,practical,哥哥的想法很不實際，他一直想找一份錢多、事少、離家近的工作，但這種工作很難找啊！,
B3L09-2-17,缺乏,缺乏,quēfá,Vs,"to be short of, to lack",我覺得馬小姐找不到工作的原因不是自己的條件不夠好，是他太缺乏自信了。,
B3L09-2-18,新生,新生,xīnshēng,N,new student,,
B3L09-2-19,錄取,录取,lùqǔ,V,"to enroll, to enter, be admitted to",那所非常有名的大學每年只錄取一千名新生，除了得成績夠好，還需要一點兒運氣才進得去。,
B3L09-2-20,大大,大大,dàdà,Adv,greatly; enormously,市長解決了不少這個城市的生活問題，因此民眾的生活水準也大大提高了。,
B3L09-2-21,減少,减少,jiǎnshǎo,Vpt,"to reduce, to lessen",我覺得減少工作，增加有意義的休閒活動，這樣的生活比較充實。,
B3L09-2-22,擔任,担任,dānrèn,V,to play the role of,,
B3L09-2-23,主管,主管,zhǔguǎn,N,supervisor,擔任這家公司的主管真不容易，不僅要管理整個部門的員工，還要達成老闆的工作要求。,
B3L09-2-24,負擔,负担,fùdān,N/V,"burden; to bear, to shoulder",陳先生有五個孩子，生活費負擔很大<br>小張不想增加父親的負擔，為了負擔自己的學費，一下課就去打工。,
B3L09-2-25,代替,代替,dàitì,V,to replace,父母是我最親愛的家人，誰都不能代替他們在我心中的地位。,
B3L09-2-26,答案,答案,dá'àn,N,answer (s),我們把考卷交給老師後，老師就把正確的答案告訴大家。,
B3L09-2-27,貢獻,贡献,gòngxiàn,N/V,contribution; contribute,王太太把全家照顧得非常好，王先生很感謝她對家庭的貢獻<br>每個大學生畢業後，都應該為社會貢獻自己的專業能力。,
B3L10-1-01,健康檢查/健檢,健康检查/健检,jiànkāngjiǎnchá/jiànjiǎn,N,physical examination (check-up),,"[[""健康檢查"", ""jiànkāngjiǎnchá""], [""健檢"", ""jiànjiǎn""]]"
B3L10-1-02,檢查,检查,jiǎnchá,N,examination,,
B3L10-1-03,簡介,简介,jiǎnjiè,N,brief,這個國家公園的服務中心提供遊客簡介，介紹公園的特色和有名的景點。,
B3L10-1-04,辦理,办理,bànlǐ,V,"to deal with, to attend to",A:你知道辦理留學的手續需要準備哪些資料嗎？ B:我不清楚。你可以上網查查。,
B3L10-1-05,一向,一向,yíxiàng,Adv,always,電影明星一向很重視自己的穿著，合適的穿著才能讓他們更有品味、更有自信。,
B3L10-1-06,良好,良好,liánghǎo,Vs,"good, well",為了提供學生良好的學習環境，學校改善了教室的設備，網路的速度也變快了。,
B3L10-1-07,發覺,发觉,fājué,Vpt,to come to know,何小姐走路回家時發覺有人跟在她後面，嚇得她趕快跑進便利商店，不敢回家了。,
B3L10-1-08,毛病,毛病,máobìng,N,problem,我爺爺年紀大了，不但體力不好，還有頭痛、肩膀痛的毛病<br>我家的洗衣機用了二十多年了，毛病真不少，可是媽媽還不肯換新的。,
B3L10-1-09,直到,直到,zhídào,Prep,until,李先生經常咳嗽，可是他完全不在意。直到今天咳得說不出話來了，才肯去看醫生。,
B3L10-1-10,全身,全身,quánshēn,N,the whole body,A:小張病了三天了，不但全身沒力，還發高燒。 B:最近很多人都這樣，應該是感冒了。,
B3L10-1-11,病,病,bìng,V,to fall ill,陳先生身體一向挺健康的，沒想到一個小感冒就讓他病了一個多月。,
B3L10-1-12,主婦,主妇,zhǔfù,N,housewife,,
B3L10-1-13,單純,单纯,dānchún,Vs/Adv,"pure, simply",我妹妹的個性太單純了，別人說什麼她都相信，難怪常吃虧<br>經理找你談話，只是單純地想了解你對新工作適不適應，你別緊張。,
B3L10-1-14,管,管,guǎn,V,"manage, be in charge, control",張太太一個人管三個孩子，家裡大大小小的事情也是她負責的，太辛苦了<br>姊姊：下個星期就要大學考試了，你怎麼不用功念書，反而天天出去玩？ 弟弟：妳別管我，這是我自己的事。,
B3L10-1-15,被動,被动,bèidòng,Vs,passive,大雄從小個性就很被動，別人要求的事他才做，父母跟老師都希望他可以主動一點。,
B3L10-1-16,溝通,沟通,gōutōng,V,to communicate,每個人的想法、看法都不一樣，要是遇到意見不同時，就應該好好地溝通。,
B3L10-1-17,配合,配合,pèihé,V,to fit; to match,為了配合藝術課程的內容，黃老師帶領學生去參觀博物館和美術館。,
B3L10-1-18,害,害,hài,V,to cause,這次颱風引起的水災太嚴重，害大家一連五天沒有乾淨的水可以用。,
B3L10-1-19,發出,发出,fāchū,Vpt,to send out; to emit,公司向每位員工發出健檢通知，上面寫著檢查時間、地點和需要注意的事情<br>地震救災人員聽到東邊大約五公尺以外的地方，有人發出求救的聲音，就立刻趕過去救人。,
B3L10-1-20,警告,警告,jǐnggào,N/V,warn; to warn,強烈颱風快來了，救災中心對民眾發出警告，為了自己的生命安全，絕對別去海邊<br>小游經常喝了酒還開車回家，太太警告他如果不改掉這個壞習慣，就要跟他離婚。,
B3L10-1-21,表示,表示,biǎoshì,V,"to express, to show",開會時如果老闆突然變得很安靜，也不表達任何意見時，就表示他生氣了。,
B3L10-1-22,基本,基本,jīběn,Vs/N,basic; basics,去朋友家以前，一定要約好時間才去，這是做人的基本禮貌<br>孔子認為對人有禮貌、尊敬老師、孝順父母，是做人的基本。,
B3L10-1-23,對象,对象,duìxiàng,N,"match, boyfriend or girlfriend, marriage partner; target, object",,
B3L10-1-24,年齡,年龄,niánlíng,N,age,佳佳認為談戀愛的對象，年齡不重要，容不容易溝通、個性適不適合才是最重要的。,
B3L10-1-25,沒什麼,没什么,méishénme,Vs,"nothing serious, does not matter",員工：謝謝您幫了我一個大忙，這個小禮物請您收下。 主管：你太客氣了！這點兒小事真的沒什麼。,
B3L10-1-26,可靠,可靠,kěkào,Vs,reliable,小馬做事又負責又認真，答應別人的事情也一定會做到，是個很可靠的人。,
B3L10-1-27,填,填,tián,V,to fill (in/out),,
B3L10-1-28,表,表,biǎo,N,form (M: 張),報名衝浪課的手續很簡單，只要到辦公室填一張基本資料表就行了。,
B3L10-1-29,願望,愿望,yuànwàng,N,"wish, hope",小藍從小在育幼院長大，最大的願望就是將來能有一個溫暖的家庭。,
B3L10-1-30,說也奇怪,说也奇怪,shuō yě qíguài,Ph,strange to say,林伯伯覺得最近身體的毛病不少，可是說也奇怪，醫生檢查後都說他很正常。,
B3L10-2-01,伯伯,伯伯,bóbo,N,father's older brother,,
B3L10-2-02,期間,期间,qíjiān,N,period,在學習中文的期間，小林下課後除了複習功課，也和同學參加了不少社團活動。,
B3L10-2-03,挫折,挫折,cuòzhé,N,frustration,每個人一輩子都會遇到像沒考上大學、找不到工作那樣的挫折，但只要努力就有希望。,
B3L10-2-04,堅強,坚强,jiānqiáng,Vs,(mentally) strong,父母不能保護孩子一輩子，得讓他們自己經驗一些挫折，才能培養出堅強的性格。,
B3L10-2-05,安定,安定,āndìng,Vs,safe and stable,小連跟老闆吵架而離開了公司，為了讓家人能繼續過安定的生活，他正努力地找新工作。,
B3L10-2-06,榜樣,榜样,bǎngyàng,N,"model, example",父母是孩子的榜樣，他們的性格和做人做事的態度，對孩子都有很大的影響。,
B3L10-2-07,堅持,坚持,jiānchí,V/Vs,"insistent; insist, adhere to",只要你堅持每天學習一個小時的中文，我保證你的程度一定會越來越好的<br>石先生對自己的想法很堅持，從不接受別人的意見，所以很難相處。,
B3L10-2-08,到底,到底,dàodǐ,Vs-pred,to the end,每個人都有夢想，只要不怕挑戰、堅持到底，就能夢想成真。,
B3L10-2-09,標準,标准,biāozhǔn,N/Vs,standard,一般人認為，名牌商品不僅價格高，品質標準也比較高<br>「先有雞還是先有蛋」，這個問題有標準答案嗎？,
B3L10-2-10,較,较,jiào,Adv,"relatively more, more",購物時，最好要貨比三家，才能買到品質較佳、價格較合理的商品。,
B3L10-2-11,主角,主角,zhǔjiǎo,N,"leading role (character), role",這部戲的男主角英俊、女主角漂亮，加上演員都演得很好，所以非常受歡迎。,
B3L10-2-12,銷售,销售,xiāoshòu,V/N,to sell,這個保養品很適合皮膚乾的人，所以秋冬兩個季節銷售得非常好<br>因為店員的服務態度很好，所以這個專櫃的銷售成績是最好的。,
B3L10-2-13,記憶,记忆,jìyì,N,memory,章先生念國小時，父親帶著他上山下海、到處旅遊，那是屬於他們的美好記憶。,
B3L10-2-14,打仗,打仗,dǎzhàng,V-sep,to fight a war,打仗期間，許多軍人為國家犧牲了寶貴的生命，也給家人留下了痛苦的記憶。,
B3L10-2-15,激烈,激烈,jīliè,Vs,"intense, fierce",黃先生的腳因為車禍受了很嚴重的傷，醫生建議他不要做太激烈的運動<br>這場網球比賽打得很激烈，已經打了五個小時了，還不知道誰輸誰贏。,
B3L10-2-16,早日,早日,zǎorì,Adv,sooner,小高希望能早日退休，回鄉下照顧年紀大的父母。,
B3L10-2-17,調整,调整,tiáozhěng,V,"to readjust, to modify",爺爺照醫生的專業建議調整飲食，現在健康情況改善了不少。,
B3L10-2-18,作息,作息,zuòxí,N,"daily schedule, work and rest",正常的生活作息，對身體和心理健康都很重要。,
B3L10-2-19,符合,符合,fúhé,Vst,"to be up to, to be in accord with",為了符合市場的需求，「快時尚」公司不斷地設計出最流行的服裝樣式。,
B3L10-2-20,按,按,àn,Prep,"based on, according to",護理師告訴病人，得按三餐飯後的時間吃藥，才能快點恢復健康。,
B3L10-2-21,一再,一再,yízài,Adv,repeatedly,醫生一再警告韓先生絕對不能再喝酒了，要不然他的身體情況就會更糟了。,
B3L10-2-22,假如,假如,jiǎrú,Conj,if,假如死了真的能上天堂，我想任何人都希望能夠在那裡跟最愛的人在一起。,
B3L10-2-23,上帝,上帝,shàngdì,N,"God, heavenly deity",有人信上帝，有人不信。但在東西方的文化中，「上帝」的角色都是很重要的。,
B3L10-2-24,最初,最初,zuìchū,N,"at first, in the beginning",我的法國朋友最初只計畫來臺灣學中文，沒想到後來拿到了獎學金，還念了博士班。,
B3L10-2-25,淡,淡,dàn,Vs,light,要是你覺得這盤菜的味道太淡了，可以加一點醬料。,
B3L10-2-26,協助,协助,xiézhù,V,to assist,這場大地震發生後不久，軍人就立刻趕到了災區，協助救災工作。,
B3L10-2-27,教,教,jiào,Vst,"to cause, to make",王老闆老是要求員工隨時配合他開會、加班、出差，真教人受不了。,
B3L10-2-28,僅僅,仅仅,jǐnjǐn,Adv,"only, just, merely",出國當交換學生的目的，不僅僅是為了學習語言，更重要的是了解當地的文化。,
B3L10-2-29,不幸,不幸,búxìng,Vs/N,unfortunately; misfortune; adversity,,
B3L10-2-30,去世,去世,qùshì,Vp,to die,金先生最近遇到了很不幸的事，他的父母在一場交通意外中去世了。,
B3L11-1-01,交友,交友,jiāoyǒu,Vi,to make friends,王小姐用網路交友的方式，找到了理想的結婚對象。,
B3L11-1-02,透過,透过,tòuguò,Prep,"through, by way of",透過教授的介紹，我一畢業就順利地找到了滿意的工作。,
B3L11-1-03,網友,网友,wǎngyǒu,N,"internet friend, cyber acquaintance",,
B3L11-1-04,騙,骗,piàn,V,to cheat,他把所有的錢都給了女朋友，直到女朋友被警察抓了，才知道自己被騙。,
B3L11-1-05,騙子,骗子,piànzi,N,"liar, cheat",,
B3L11-1-06,假裝,假装,jiǎzhuāng,V,to pretend,有個騙子吃完了麵，假裝忘記帶錢包，騙老闆要回家拿錢，一離開就沒回來了。,
B3L11-1-07,故意,故意,gùyì,Vs,on purpose,A:對不起，你的杯子被我打破了，我不是故意的。 B:沒關係！還好你沒受傷。,
B3L11-1-08,老實,老实,lǎoshí,Vs,honest,那個老闆做生意不老實，一再跟客人保證商品沒問題，其實是騙人的。,
B3L11-1-09,表面,表面,biǎomiàn,N,surface,地球的表面大約百分之七十是水，百分之三十是地。,
B3L11-1-10,上,上,shàng,N,"on, on the aspect of, adverb marker",今天開會時，經理表面上對老闆很客氣，其實心裡很不高興。,
B3L11-1-11,對方,对方,duìfāng,N,"the other party, opponent",他透過網路認識了一位網友，直到結婚前，他們才見過對方三次。,
B3L11-1-12,句,句,jù,M,sentence,跟張先生聊天時，總是我問一句，他答一句，真沒意思。,
B3L11-1-13,問候,问候,wènhòu,V,to send one's respects (regards) to,A:好久沒看到你父母了，請替我問候他們。 B:沒問題。,
B3L11-1-14,進一步,进一步,jìnyíbù,Adv,further,大學教育的目的，不僅要提高學生的知識水準，還要進一步培養學生的專業能力。,
B3L11-1-15,車禍,车祸,chēhuò,N,car accident,這個路口很危險，經常發生車禍。,
B3L11-1-16,以下,以下,yǐxià,N,"below, under",,
B3L11-1-17,以上,以上,yǐshàng,N,above,每個人心中都有理想的交友條件，比如年齡幾歲以下，身高幾公分以上，但我只要對方愛我就好了。,
B3L11-1-18,陌生,陌生,mòshēng,Vs,"strange, unfamiliar",有一份研究報告表示，對陌生環境適應能力越強的人，未來成功的機會也越高。,
B3L11-1-19,假,假,jiǎ,Vs,false,有一些交友網站上的個人姓名、年齡等資料都是假的，所以上網交友要小心。,
B3L11-1-20,成,成,chéng,Vpt,to become,我住的地方不算偏僻，但是附近沒有公車站，所以自行車成了我最常利用的交通工具。,
B3L11-1-21,同情,同情,tóngqíng,Vst,"to sympathize with, to feel pity for",在那場車禍中，那個孩子失去了父母，家裡只剩下他一個人，大家都很同情他。,
B3L11-1-22,誠實,诚实,chéngshí,Vs,honest,他是一個誠實的孩子，做錯事一定會勇敢承認的。,
B3L11-1-23,上當,上当,shàngdàng,Vp,to be tricked,那個網路商店經常賣假貨，你可別上當。,
B3L11-1-24,可惡,可恶,kěwù,Vs,"detestable, hateful",那個人喝了酒還開車，結果造成嚴重的車禍，害兩個人不幸死了，真可惡！,
B3L11-1-25,看不起,看不起,kànbùqǐ,Vst,"despise, look down on",從小父母就教導我要做個好人，別讓人看不起自己。,
B3L11-1-26,回想,回想,huíxiǎng,V,to recall,小時候爺爺常陪我做功課、教我打球和釣魚，現在回想起那段時間，感覺真幸福。,
B3L11-1-27,擴大,扩大,kuòdà,V,"to enlarge, to expand",,
B3L11-1-28,範圍,范围,fànwéi,N,"range, scope",這家電腦公司本來只服務亞洲地區的民眾，現在服務範圍已經擴大到歐洲了。,
B3L11-1-29,拒絕,拒绝,jùjué,V,to reject,小李好幾次約女網友見面，都被拒絕，所以不再跟她聯絡了。,
B3L11-1-30,真實,真实,zhēnshí,Vs,real,這部電影是用真實故事拍成的，讓觀眾感覺很真實，也很感動。,
B3L11-1-31,建立,建立,jiànlì,V,to establish,何老闆替公司建立了良好的制度，讓員工都能安心地工作。,
B3L11-1-32,訊息,讯息,xùnxí,N,information,我住的地方很偏僻，手機常收不到訊息，朋友很難跟我聯絡。,
B3L11-1-33,舉行,举行,jǔxíng,V,to hold (an activity),你知道第一次世界運動會是在哪裡舉行的嗎？,
B3L11-1-34,加入,加入,jiārù,Vpt,to join,從我加入這個健身社團後，不但作息正常了，身體也更健康了。,
B3L11-1-35,社群網站,社群网站,shèqún wǎngzhàn,Ph,"social media, cyber community",透過社群網站，我們可以加入感興趣的社團，讓自己的生活更充實。,
B3L11-2-01,自從,自从,zìcóng,Prep,ever since,那家工廠自從改善了設備以後，生產速度就一天比一天快了。,
B3L11-2-02,現代,现代,xiàndài,N/Vs,"modern times, the contemporary age; modern",現代各式各樣的科技產品，讓人們的生活更舒適、便利<br>這家旅館每個房間都設計得很現代，吸引不少年輕人來訂房。,
B3L11-2-03,進步,进步,jìnbù,N,"progress, advancement",只要照溫老師安排的課程，多閱讀、多練習，你的中文就會有很大的進步。,
B3L11-2-04,與,与,yǔ,Conj/Prep,"and, with; to",我伯伯說，讀書與做人同樣重要，也是一輩子的事<br>與人溝通時，最重要的是讓對方清楚了解你想表達的意思。,
B3L11-2-05,之間,之间,zhījiān,N,between,A:要不是你幫忙，現在我還找不到工作呢！ B:沒什麼，朋友之間本來就應該互相幫助。,
B3L11-2-06,點,点,diǎn,M/N,point,許經理有兩點值得我們學習，第一點是做事仔細，第二點是有耐心<br>你的白襯衫上面有一個黑點，快脫下來，我幫你洗一洗。,
B3L11-2-07,祖父,祖父,zǔfù,N,grandfather,,
B3L11-2-08,祖母,祖母,zǔmǔ,N,grandmother,,
B3L11-2-09,本人,本人,běnrén,N,oneself; in person,我是金東賢的戲迷，今天終於看到他本人，實在太開心了。,
B3L11-2-10,面,面,miàn,N,face,,
B3L11-2-11,對,对,duì,V,to turn towards,你們之間的誤會越來越深，要是不面對面說清楚，恐怕連朋友都當不成了<br>下課以後，老師幫我一對一補習數學，希望我的期末考會及格<br>昨天的歐洲足球賽，法國對義大利的比賽真是太刺激了。,
B3L11-2-12,接觸,接触,jiēchù,V,"to contact, to meet",簡老闆因為生意的關係，經常接觸越南人，相當了解兩國之間工作習慣的差異。,
B3L11-2-13,人人,人人,rénrén,N,everyone,人人都希望自己的孩子有幸福的生活、美好的未來。,
B3L11-2-14,傳,传,chuán,V,"send, pass",我等一下要開會，不方便接電話，有事就用手機傳訊息給我。,
B3L11-2-15,友誼,友谊,yǒuyí,N,friendship,當我遇到挫折時，他總是協助我克服困難，我們之間也建立了珍貴的友誼。,
B3L11-2-16,當面,当面,dāngmiàn,Adv,in person,林阿姨來我家推銷保險，我不好意思當面拒絕她，只好假裝有急事要出門。,
B3L11-2-17,對話,对话,duìhuà,Vi/N,"dialogue, conversation",學生與校長當面對話，希望學校改善教學設備和校園餐廳的服務品質<br>聽到老闆跟經理的對話，我才知道公司新產品的銷售成績不理想。,
